x	f(x)
-0.841	0.219539
0.741	0.338189
-0.865	0.188831
0.837	0.224573
0.704	0.378288
0.855	0.201731
-0.626	0.456093
0.652	0.431172
-0.847	0.211943
-0.944	0.081648
-0.83	0.233325
0.865	0.188831
-0.708	0.374052
0.843	0.217013
0.948	0.075972
-0.54	0.5313
-0.716	0.365508
0.838	0.223317
0.629	0.453269
-0.618	0.463557
0.794	0.277173
-0.48	0.5772
0.941	0.0858893
-0.92	0.1152
0.843	0.217013
0.477	0.579353
-0.57	0.506325
-0.594	0.485373
-0.935	0.0943312
0.766	0.309933
0.928	0.104112
-0.917	0.119333
0.745	0.333731
0.666	0.417333
-0.519	0.547979
0.679	0.404219
-0.283	0.689933
0.886	0.161253
0.911	0.127559
0.939	0.0887093
-0.692	0.390852
-0.876	0.174468
0.674	0.409293
0.89	0.155925
-0.634	0.448533
-0.802	0.267597
0.917	0.119333
-0.788	0.284292
-0.938	0.090117
-0.728	0.352512
0.978	0.032637
0.568	0.508032
0.375	0.644531
0.77	0.305325
0.8	0.27
-0.809	0.259139
-0.708	0.374052
0.245	0.704981
-0.622	0.459837
0.77	0.305325
-0.95	0.073125
-0.842	0.218277
-0.527	0.541703
-0.309	0.678389
-0.802	0.267597
-0.471	0.583619
-0.312	0.676992
0.794	0.277173
-0.757	0.320213
0.84	0.2208
0.982	0.026757
0.93	0.101325
-0.972	0.041412
-0.83	0.233325
0.949	0.0745493
-0.769	0.306479
-0.841	0.219539
-0.733	0.347033
-0.445	0.601481
0.644	0.438948
-0.693	0.389813
0.875	0.175781
0.849	0.209399
-0.937	0.0915232
-0.582	0.495957
-0.747	0.331493
0.978	0.032637
-0.767	0.308783
0.525	0.543281
0.919	0.116579
0.665	0.418331
-0.823	0.242003
-0.767	0.308783
-0.972	0.041412
-0.911	0.127559
-0.699	0.383549
-0.554	0.519813
0.717	0.364433
-0.299	0.682949
0.7	0.3825
0.346	0.660213
0.767	0.308783
-0.985	0.0223313
0.752	0.325872
0.515	0.551081
-0.662	0.421317
0.787	0.285473
-0.98	0.0297
0.799	0.271199
-0.544	0.528048
0.859	0.196589
0.995	0.00748125
-0.938	0.090117
0.875	0.175781
-0.755	0.322481
-0.826	0.238293
-0.647	0.436043
0.691	0.391889
0.948	0.075972
0.816	0.250608
-0.902	0.139797
-0.464	0.588528
0.209	0.717239
0.858	0.197877
-0.97	0.044325
-0.592	0.487152
-0.998	0.002997
-0.448	0.599472
0.941	0.0858893
0.826	0.238293
-0.256	0.700848
-0.954	0.067413
0.964	0.053028
-0.971	0.0428693
0.416	0.620208
0.779	0.294869
0.409	0.624539
-0.821	0.244469
-0.836	0.225828
0.63	0.452325
0.792	0.279552
0.439	0.605459
-0.381	0.641129
-0.987	0.0193733
0.832	0.230832
0.936	0.092928
-0.716	0.365508
-0.343	0.661763
0.718	0.363357
0.997	0.00449325
0.752	0.325872
-0.864	0.190128
0.714	0.367653
0.796	0.274788
-0.677	0.406253
-0.897	0.146543
-0.711	0.370859
-0.9	0.1425
0.599	0.480899
0.959	0.0602393
0.293	0.685613
-0.831	0.232079
-0.629	0.453269
-0.677	0.406253
-0.479	0.577919
0.594	0.485373
0.363	0.651173
-0.801	0.268799
-0.464	0.588528
-0.862	0.192717
0.955	0.0659813
-0.828	0.235812
-0.781	0.292529
0.915	0.122081
0.49	0.569925
0.885	0.162581
0.361	0.652259
-0.753	0.324743
-0.824	0.240768
-0.443	0.602813
-0.748	0.330372
-0.778	0.296037
0.894	0.150573
-0.926	0.106893
-0.642	0.440877
0.862	0.192717
-0.971	0.0428693
-0.857	0.199163
0.716	0.365508
-0.83	0.233325
-0.989	0.0164093
-0.142	0.734877
-0.5	0.5625
-0.768	0.307632
-0.962	0.055917
0.771	0.304169
0.787	0.285473
-0.613	0.468173
-0.999	0.00149925
-0.973	0.0399533
0.308	0.678852
-0.888	0.158592
0.586	0.492453
-0.929	0.102719
0.724	0.356868
-0.693	0.389813
0.932	0.098532
0.723	0.357953
-0.736	0.343728
0.658	0.425277
-0.883	0.165233
0.676	0.407268
0.422	0.616437
-0.47	0.584325
0.67	0.413325
-0.802	0.267597
-0.865	0.188831
0.891	0.154589
0.848	0.210672
0.349	0.658649
-0.606	0.474573
0.31	0.677925
-0.831	0.232079
-0.575	0.502031
-0.73	0.350325
-0.857	0.199163
-0.733	0.347033
0.485	0.573581
0.689	0.393959
0.616	0.465408
0.974	0.038493
0.647	0.436043
-0.934	0.095733
0.374	0.645093
0.258	0.700077
0.984	0.023808
0.728	0.352512
-0.856	0.200448
0.69	0.392925
0.932	0.098532
0.875	0.175781
0.815	0.251831
-0.767	0.308783
0.379	0.642269
-0.494	0.566973
0.974	0.038493
-0.768	0.307632
0.951	0.0716993
0.95	0.073125
-0.681	0.402179
-0.322	0.672237
-0.541	0.530489
0.891	0.154589
-0.605	0.475481
0.512	0.553392
-0.797	0.273593
0.87	0.182325
-0.914	0.123453
0.768	0.307632
-0.985	0.0223313
0.966	0.050133
0.603	0.477293
-0.554	0.519813
-0.711	0.370859
-0.638	0.444717
0.937	0.0915232
-0.736	0.343728
-0.886	0.161253
0.755	0.322481
0.419	0.618329
-0.94	0.0873
-0.868	0.184932
-0.955	0.0659813
0.977	0.0341033
-0.602	0.478197
0.959	0.0602393
0.866	0.187533
-0.873	0.178403
0.997	0.00449325
0.971	0.0428693
0.767	0.308783
-0.585	0.493331
-0.871	0.181019
-0.779	0.294869
0.724	0.356868
0.691	0.391889
0.959	0.0602393
0.806	0.262773
-0.513	0.552623
-0.957	0.0631133
-0.456	0.594048
0.743	0.335963
0.661	0.422309
0.513	0.552623
-0.838	0.223317
0.828	0.235812
0.945	0.0802313
-0.887	0.159923
-0.822	0.243237
-0.708	0.374052
-0.511	0.554159
0.647	0.436043
-0.843	0.217013
0.824	0.240768
-0.516	0.550308
-0.921	0.113819
-0.552	0.521472
0.783	0.290183
0.62	0.4617
0.942	0.084477
0.962	0.055917
-0.611	0.470009
-0.691	0.391889
0.845	0.214481
-0.476	0.580068
0.383	0.639983
-0.897	0.146543
0.545	0.527231
0.973	0.0399533
0.347	0.659693
-0.801	0.268799
0.934	0.095733
-0.882	0.166557
0.72	0.3612
-0.725	0.355781
-0.95	0.073125
0.745	0.333731
-0.342	0.662277
0.408	0.625152
0.511	0.554159
-0.995	0.00748125
-0.954	0.067413
0.794	0.277173
-0.603	0.477293
0.84	0.2208
0.846	0.213213
-0.942	0.084477
-0.999	0.00149925
0.516	0.550308
-0.591	0.488039
-0.321	0.672719
-0.671	0.412319
-0.594	0.485373
0.552	0.521472
-0.945	0.0802313
0.888	0.158592
0.85	0.208125
-0.374	0.645093
0.904	0.137088
0.686	0.397053
-0.955	0.0659813
0.689	0.393959
0.543	0.528863
0.616	0.465408
-0.865	0.188831
0.981	0.0282292
0.941	0.0858893
-0.4	0.63
-0.641	0.441839
-0.8	0.27
-0.973	0.0399533
-0.863	0.191423
0.787	0.285473
-0.431	0.610679
0.93	0.101325
0.626	0.456093
-0.451	0.597449
0.91	0.128925
-0.622	0.459837
0.852	0.205572
-0.689	0.393959
-0.73	0.350325
0.372	0.646212
-0.789	0.283109
0.498	0.563997
0.968	0.047232
0.512	0.553392
0.494	0.566973
0.922	0.112437
0.849	0.209399
0.662	0.421317
-0.76	0.3168
0.451	0.597449
0.698	0.384597
-0.986	0.020853
-0.814	0.253053
0.564	0.511428
-0.756	0.321348
-0.636	0.446628
-0.846	0.213213
-0.555	0.518981
-0.691	0.391889
-0.674	0.409293
0.642	0.440877
0.369	0.647879
0.856	0.200448
0.831	0.232079
-0.811	0.256709
-0.991	0.0134393
-0.395	0.632981
-0.709	0.372989
-0.84	0.2208
0.918	0.117957
0.782	0.291357
-0.795	0.275981
0.966	0.050133
0.896	0.147888
-0.849	0.209399
0.851	0.206849
0.946	0.078813
-0.872	0.179712
0.568	0.508032
-0.599	0.480899
-0.936	0.092928
0.925	0.108281
-0.834	0.228333
0.687	0.396023
-0.859	0.196589
-0.677	0.406253
0.521	0.546419
0.9	0.1425
-0.637	0.445673
-0.362	0.651717
-0.997	0.00449325
-0.787	0.285473
0.689	0.393959
0.895	0.149231
0.681	0.402179
-0.383	0.639983
0.581	0.496829
-0.971	0.0428693
0.633	0.449483
0.635	0.447581
-0.921	0.113819
0.89	0.155925
-0.758	0.319077
0.808	0.260352
0.959	0.0602393
0.801	0.268799
0.905	0.135731
0.794	0.277173
-0.668	0.415332
-0.341	0.662789
-0.93	0.101325
-0.616	0.465408
-0.401	0.629399
-0.898	0.145197
-0.89	0.155925
-0.637	0.445673
0.788	0.284292
0.99	0.014925
-0.56	0.5148
-0.809	0.259139
-0.805	0.263981
-0.992	0.011952
0.854	0.203013
-0.593	0.486263
-0.78	0.2937
0.634	0.448533
0.969	0.0457793
0.841	0.219539
-0.519	0.547979
0.874	0.177093
0.997	0.00449325
0.789	0.283109
0.339	0.663809
0.826	0.238293
0.657	0.426263
0.823	0.242003
0.919	0.116579
0.984	0.023808
0.775	0.299531
-0.784	0.289008
-0.768	0.307632
-0.99	0.014925
0.682	0.401157
-0.86	0.1953
-0.563	0.512273
0.428	0.612612
-0.865	0.188831
0.521	0.546419
0.776	0.298368
-0.747	0.331493
-0.912	0.126192
0.61	0.470925
-0.543	0.528863
0.713	0.368723
-0.679	0.404219
0.912	0.126192
0.97	0.044325
-0.539	0.532109
-0.563	0.512273
0.914	0.123453
0.917	0.119333
0.701	0.381449
0.753	0.324743
-0.978	0.032637
0.971	0.0428693
-0.953	0.0688433
-0.992	0.011952
0.898	0.145197
0.918	0.117957
-0.925	0.108281
-0.794	0.277173
0.689	0.393959
-0.359	0.653339
-0.822	0.243237
0.536	0.534528
-0.787	0.285473
0.856	0.200448
0.911	0.127559
-0.588	0.490692
0.859	0.196589
-0.636	0.446628
-0.695	0.387731
-0.941	0.0858893
-0.618	0.463557
-0.792	0.279552
0.552	0.521472
0.449	0.598799
-0.757	0.320213
0.947	0.0773933
-0.846	0.213213
0.595	0.484481
-0.941	0.0858893
0.948	0.075972
0.779	0.294869
0.483	0.575033
0.498	0.563997
0.863	0.191423
0.958	0.061677
-0.937	0.0915232
-0.655	0.428231
-0.528	0.540912
-0.573	0.503753
-0.955	0.0659813
0.651	0.432149
0.909	0.130289
-0.811	0.256709
0.558	0.516477
-0.524	0.544068
0.937	0.0915232
-0.771	0.304169
0.962	0.055917
0.249	0.703499
-0.513	0.552623
0.784	0.289008
-0.963	0.0544733
0.763	0.313373
0.573	0.503753
0.598	0.481797
-0.909	0.130289
-0.724	0.356868
-0.628	0.454212
0.992	0.011952
0.474	0.581493
-0.8	0.27
0.959	0.0602393
0.994	0.008973
-0.66	0.4233
-0.754	0.323613
0.829	0.234569
0.822	0.243237
0.739	0.340409
-0.614	0.467253
0.855	0.201731
-0.885	0.162581
0.581	0.496829
0.839	0.222059
0.989	0.0164093
0.721	0.360119
-0.98	0.0297
0.937	0.0915232
0.954	0.067413
-0.995	0.00748125
0.968	0.047232
-0.813	0.254273
0.713	0.368723
0.858	0.197877
-0.936	0.092928
-0.857	0.199163
-0.572	0.504612
-0.633	0.449483
-0.679	0.404219
0.545	0.527231
0.425	0.614531
0.6	0.48
-0.717	0.364433
0.706	0.376173
-0.725	0.355781
0.551	0.522299
0.895	0.149231
0.669	0.414329
-0.685	0.398081
0.982	0.026757
0.96	0.0588
0.808	0.260352
0.742	0.337077
0.541	0.530489
-0.821	0.244469
0.737	0.342623
-0.825	0.239531
0.48	0.5772
-0.625	0.457031
0.723	0.357953
0.844	0.215748
-0.753	0.324743
-0.944	0.081648
-0.806	0.262773
-0.98	0.0297
0.555	0.518981
-0.856	0.200448
0.948	0.075972
-0.675	0.408281
-0.601	0.479099
-0.926	0.106893
-0.945	0.0802313
0.572	0.504612
0.136	0.736128
0.737	0.342623
-0.974	0.038493
0.985	0.0223313
0.43	0.611325
0.64	0.4428
-0.726	0.354693
0.775	0.299531
-0.927	0.105503
0.544	0.528048
0.568	0.508032
-0.811	0.256709
0.961	0.0573592
-0.701	0.381449
-0.874	0.177093
0.924	0.109668
0.183	0.724883
-0.863	0.191423
-0.874	0.177093
-0.75	0.328125
-0.447	0.600143
-0.655	0.428231
0.877	0.173153
-0.68	0.4032
0.896	0.147888
-0.919	0.116579
-0.149	0.733349
0.85	0.208125
-0.33	0.668325
0.351	0.657599
-0.948	0.075972
-0.748	0.330372
0.988	0.017892
0.957	0.0631133
-0.742	0.337077
-0.527	0.541703
-0.417	0.619583
-0.867	0.186233
-0.989	0.0164093
-0.865	0.188831
-0.927	0.105503
-0.935	0.0943312
-0.862	0.192717
0.759	0.317939
-0.615	0.466331
-0.866	0.187533
0.98	0.0297
-0.985	0.0223313
0.735	0.344831
0.772	0.303012
0.977	0.0341033
-0.416	0.620208
0.794	0.277173
0.648	0.435072
0.945	0.0802313
-0.992	0.011952
0.48	0.5772
-0.805	0.263981
0.775	0.299531
-0.54	0.5313
-0.551	0.522299
-0.807	0.261563
0.997	0.00449325
-0.89	0.155925
0.99	0.014925
-0.833	0.229583
-0.889	0.157259
-0.67	0.413325
0.701	0.381449
0.225	0.712031
0.591	0.488039
0.875	0.175781
0.417	0.619583
0.331	0.667829
-0.868	0.184932
-0.642	0.440877
0.376	0.643968
-0.523	0.544853
-0.255	0.701231
0.531	0.538529
-0.511	0.554159
0.589	0.489809
0.708	0.374052
0.754	0.323613
0.609	0.471839
-0.572	0.504612
0.709	0.372989
0.746	0.332613
-0.719	0.362279
-0.598	0.481797
0.924	0.109668
0.738	0.341517
0.846	0.213213
-0.662	0.421317
-0.932	0.098532
-0.968	0.047232
0.674	0.409293
0.82	0.2457
-0.857	0.199163
-0.931	0.0999292
0.981	0.0282292
-0.674	0.409293
-0.842	0.218277
-0.802	0.267597
0.915	0.122081
0.474	0.581493
-0.936	0.092928
-0.79	0.281925
-0.941	0.0858893
0.358	0.653877
0.483	0.575033
0.686	0.397053
0.346	0.660213
-0.992	0.011952
-0.353	0.656543
0.494	0.566973
-0.632	0.450432
-0.997	0.00449325
-0.762	0.314517
0.997	0.00449325
0.653	0.430193
0.898	0.145197
-0.626	0.456093
0.621	0.460769
0.831	0.232079
-0.754	0.323613
-0.502	0.560997
0.991	0.0134393
0.988	0.017892
-0.273	0.694103
0.824	0.240768
0.053	0.747893
0.647	0.436043
0.927	0.105503
-0.467	0.586433
-0.524	0.544068
-0.696	0.386688
0.907	0.133013
0.522	0.545637
0.941	0.0858893
0.761	0.315659
0.547	0.525593
-0.667	0.416333
-0.952	0.070272
-0.52	0.5472
-0.986	0.020853
0.808	0.260352
0.18	0.7257
-0.906	0.134373
0.557	0.517313
-0.35	0.658125
0.438	0.606117
-0.832	0.230832
0.366	0.649533
-0.997	0.00449325
-0.658	0.425277
-0.845	0.214481
0.669	0.414329
-0.697	0.385643
0.719	0.362279
-0.793	0.278363
0.721	0.360119
-0.762	0.314517
0.911	0.127559
-0.392	0.634752
0.973	0.0399533
0.97	0.044325
0.856	0.200448
0.71	0.371925
0.309	0.678389
-0.253	0.701993
-0.957	0.0631133
0.651	0.432149
-0.908	0.131652
0.739	0.340409
0.486	0.572853
-0.897	0.146543
0.144	0.734448
-0.628	0.454212
-0.982	0.026757
0.892	0.153252
-0.569	0.507179
-0.943	0.0830633
0.671	0.412319
-0.218	0.714357
0.839	0.222059
0.702	0.380397
0.858	0.197877
-0.827	0.237053
-0.905	0.135731
0.767	0.308783
-0.713	0.368723
-0.958	0.061677
0.829	0.234569
-0.734	0.345933
0.625	0.457031
-0.802	0.267597
0.986	0.020853
0.98	0.0297
0.832	0.230832
-0.817	0.249383
0.732	0.348132
0.951	0.0716993
-0.908	0.131652
-0.782	0.291357
0.697	0.385643
-0.709	0.372989
0.99	0.014925
0.73	0.350325
-0.601	0.479099
-0.55	0.523125
-0.87	0.182325
-0.976	0.035568
0.339	0.663809
-0.365	0.650081
0.596	0.483588
0.91	0.128925
-0.945	0.0802313
0.928	0.104112
0.742	0.337077
-0.757	0.320213
-0.97	0.044325
-0.881	0.167879
0.804	0.265188
0.409	0.624539
-0.588	0.490692
0.798	0.272397
-0.683	0.400133
-0.342	0.662277
0.574	0.502893
0.949	0.0745493
0.945	0.0802313
0.703	0.379343
0.728	0.352512
0.886	0.161253
-0.838	0.223317
0.761	0.315659
-0.848	0.210672
0.735	0.344831
0.765	0.311081
-0.459	0.591989
-0.924	0.109668
-0.169	0.728579
-0.94	0.0873
0.845	0.214481
0.49	0.569925
-0.917	0.119333
0.465	0.587831
-0.752	0.325872
0.978	0.032637
0.44	0.6048
-0.992	0.011952
-0.738	0.341517
-0.884	0.163908
-0.625	0.457031
-0.902	0.139797
-0.906	0.134373
0.835	0.227081
0.608	0.472752
0.612	0.469092
-0.725	0.355781
0.992	0.011952
0.631	0.451379
-0.977	0.0341033
0.579	0.498569
0.811	0.256709
-0.78	0.2937
-0.546	0.526413
-0.569	0.507179
0.983	0.0252833
0.41	0.623925
0.979	0.0311693
-0.881	0.167879
0.862	0.192717
-0.711	0.370859
-0.932	0.098532
-0.626	0.456093
-0.21	0.716925
-0.75	0.328125
-0.893	0.151913
-0.745	0.333731
-0.978	0.032637
-0.942	0.084477
-0.891	0.154589
-0.991	0.0134393
-0.884	0.163908
0.56	0.5148
0.788	0.284292
-0.428	0.612612
-0.54	0.5313
0.839	0.222059
-0.748	0.330372
0.515	0.551081
-0.873	0.178403
-0.269	0.695729
-0.644	0.438948
0.892	0.153252
0.856	0.200448
-0.962	0.055917
0.918	0.117957
0.902	0.139797
0.748	0.330372
0.445	0.601481
-0.398	0.631197
0.815	0.251831
0.645	0.437981
0.593	0.486263
-0.811	0.256709
-0.727	0.353603
0.835	0.227081
0.623	0.458903
0.74	0.3393
-0.947	0.0773933
0.9	0.1425
-0.781	0.292529
0.977	0.0341033
0.673	0.410303
-0.849	0.209399
-0.809	0.259139
-0.533	0.536933
-0.721	0.360119
0.825	0.239531
0.627	0.455153
0.4	0.63
0.727	0.353603
-0.83	0.233325
-0.995	0.00748125
0.381	0.641129
0.927	0.105503
-0.561	0.513959
-0.836	0.225828
0.615	0.466331
0.987	0.0193733
-0.663	0.420323
-0.818	0.248157
0.895	0.149231
0.803	0.266393
-0.948	0.075972
0.91	0.128925
0.936	0.092928
0.732	0.348132
-0.876	0.174468
-0.984	0.023808
0.616	0.465408
-0.299	0.682949
-0.849	0.209399
-0.511	0.554159
0.991	0.0134393
-0.939	0.0887093
0.777	0.297203
0.911	0.127559
-0.544	0.528048
0.437	0.606773
-0.716	0.365508
0.142	0.734877
-0.961	0.0573592
-0.771	0.304169
0.62	0.4617
-0.884	0.163908
0.584	0.494208
0.813	0.254273
-0.699	0.383549
0.728	0.352512
-0.937	0.0915232
0.854	0.203013
0.817	0.249383
-0.713	0.368723
-0.886	0.161253
-0.583	0.495083
0.733	0.347033
0.815	0.251831
0.635	0.447581
-0.771	0.304169
0.738	0.341517
0.831	0.232079
-0.441	0.604139
0.74	0.3393
-0.945	0.0802313
0.725	0.355781
0.886	0.161253
-0.783	0.290183
0.889	0.157259
0.866	0.187533
0.74	0.3393
-0.474	0.581493
-0.97	0.044325
-0.928	0.104112
-0.818	0.248157
0.705	0.377231
-0.586	0.492453
-0.435	0.608081
0.584	0.494208
0.821	0.244469
-0.936	0.092928
-0.556	0.518148
0.982	0.026757
-0.749	0.329249
-0.581	0.496829
-0.681	0.402179
-0.894	0.150573
0.702	0.380397
0.588	0.490692
-0.98	0.0297
-0.441	0.604139
0.962	0.055917
-0.995	0.00748125
-0.883	0.165233
-0.995	0.00748125
-0.954	0.067413
0.877	0.173153
0.778	0.296037
-0.677	0.406253
-0.945	0.0802313
-0.916	0.120708
-0.87	0.182325
0.577	0.500303
0.616	0.465408
0.657	0.426263
-0.839	0.222059
0.7	0.3825
0.796	0.274788
0.296	0.684288
0.815	0.251831
0.99	0.014925
0.916	0.120708
-0.88	0.1692
-0.793	0.278363
0.621	0.460769
-0.859	0.196589
0.751	0.326999
-0.819	0.246929
-0.734	0.345933
0.533	0.536933
0.938	0.090117
-0.778	0.296037
0.918	0.117957
0.664	0.419328
0.672	0.411312
0.417	0.619583
-0.861	0.194009
-0.693	0.389813
-0.62	0.4617
0.986	0.020853
0.948	0.075972
0.723	0.357953
-0.806	0.262773
-0.781	0.292529
-0.815	0.251831
0.96	0.0588
0.807	0.261563
0.519	0.547979
-0.937	0.0915232
-0.772	0.303012
0.297	0.683843
0.822	0.243237
-0.439	0.605459
0.903	0.138443
0.969	0.0457793
0.809	0.259139
-0.754	0.323613
0.909	0.130289
-0.833	0.229583
-0.996	0.005988
-0.881	0.167879
0.55	0.523125
-0.982	0.026757
0.275	0.693281
0.873	0.178403
0.596	0.483588
-0.91	0.128925
0.803	0.266393
-0.859	0.196589
-0.851	0.206849
0.879	0.170519
-0.715	0.366581
0.812	0.255492
0.727	0.353603
0.894	0.150573
0.794	0.277173
-0.978	0.032637
-0.475	0.580781
-0.763	0.313373
-0.744	0.334848
-0.877	0.173153
0.723	0.357953
0.433	0.609383
0.731	0.349229
-0.857	0.199163
0.773	0.301853
0.973	0.0399533
-0.886	0.161253
-0.714	0.367653
0.327	0.669803
0.973	0.0399533
-0.908	0.131652
0.942	0.084477
-0.844	0.215748
-0.805	0.263981
-0.954	0.067413
-0.897	0.146543
0.729	0.351419
-0.63	0.452325
-0.538	0.532917
-0.899	0.143849
0.978	0.032637
-0.832	0.230832
0.996	0.005988
-0.767	0.308783
0.705	0.377231
0.824	0.240768
-0.998	0.002997
0.663	0.420323
0.786	0.286653
0.881	0.167879
-0.989	0.0164093
-0.923	0.111053
0.85	0.208125
-0.798	0.272397
-0.672	0.411312
-0.926	0.106893
0.837	0.224573
0.582	0.495957
-0.669	0.414329
-0.86	0.1953
-0.83	0.233325
0.998	0.002997
-0.951	0.0716993
-0.868	0.184932
-0.895	0.149231
-0.954	0.067413
0.929	0.102719
-0.765	0.311081
0.813	0.254273
0.595	0.484481
0.729	0.351419
0.568	0.508032
-0.657	0.426263
-0.918	0.117957
0.972	0.041412
-0.646	0.437013
0.69	0.392925
-0.657	0.426263
0.744	0.334848
-0.906	0.134373
0.995	0.00748125
-1	0
-0.761	0.315659
0.982	0.026757
0.651	0.432149
-0.384	0.639408
0.945	0.0802313
0.778	0.296037
-0.458	0.592677
0.703	0.379343
-0.787	0.285473
0.91	0.128925
-0.678	0.405237
0.946	0.078813
-0.777	0.297203
0.261	0.698909
0.955	0.0659813
-0.545	0.527231
-0.775	0.299531
-0.677	0.406253
0.178	0.726237
0.859	0.196589
-0.73	0.350325
-0.959	0.0602393
-0.626	0.456093
-0.775	0.299531
-0.974	0.038493
-0.937	0.0915232
0.765	0.311081
-0.954	0.067413
0.908	0.131652
0.952	0.070272
-0.931	0.0999292
-0.384	0.639408
-0.999	0.00149925
-0.943	0.0830633
-0.972	0.041412
0.588	0.490692
0.871	0.181019
0.549	0.523949
0.701	0.381449
-0.445	0.601481
0.519	0.547979
-0.88	0.1692
0.675	0.408281
0.818	0.248157
-0.497	0.564743
-0.656	0.427248
-0.308	0.678852
0.999	0.00149925
-0.677	0.406253
0.906	0.134373
0.991	0.0134393
0.928	0.104112
-0.96	0.0588
-0.724	0.356868
0.939	0.0887093
0.899	0.143849
0.844	0.215748
-0.692	0.390852
0.276	0.692868
0.926	0.106893
-0.765	0.311081
0.422	0.616437
0.965	0.0515813
-0.757	0.320213
0.909	0.130289
-0.876	0.174468
-0.294	0.685173
0.87	0.182325
0.997	0.00449325
-0.531	0.538529
0.262	0.698517
0.844	0.215748
-0.859	0.196589
-0.935	0.0943312
-0.83	0.233325
-0.317	0.674633
-0.806	0.262773
0.616	0.465408
-0.984	0.023808
-0.492	0.568452
0.92	0.1152
-0.822	0.243237
0.886	0.161253
0.766	0.309933
-0.645	0.437981
-0.576	0.501168
0.692	0.390852
-0.935	0.0943312
-0.941	0.0858893
-0.858	0.197877
0.906	0.134373
0.817	0.249383
-0.699	0.383549
0.913	0.124823
-0.463	0.589223
0.973	0.0399533
0.699	0.383549
0.752	0.325872
-0.958	0.061677
0.412	0.622692
-0.742	0.337077
-0.577	0.500303
0.629	0.453269
0.721	0.360119
-0.962	0.055917
0.681	0.402179
0.86	0.1953
0.92	0.1152
-0.635	0.447581
-0.998	0.002997
-0.879	0.170519
-0.78	0.2937
-0.374	0.645093
0.932	0.098532
-0.874	0.177093
0.756	0.321348
-0.966	0.050133
0.56	0.5148
-0.421	0.617069
-0.958	0.061677
-0.978	0.032637
0.858	0.197877
0.55	0.523125
0.718	0.363357
-0.878	0.171837
-0.362	0.651717
-0.984	0.023808
0.754	0.323613
-0.8	0.27
-0.964	0.053028
0.906	0.134373
-0.441	0.604139
-0.736	0.343728
-0.798	0.272397
0.756	0.321348
0.906	0.134373
-0.727	0.353603
-0.676	0.407268
0.949	0.0745493
0.527	0.541703
0.903	0.138443
-0.759	0.317939
-0.753	0.324743
-0.893	0.151913
0.894	0.150573
0.339	0.663809
-0.631	0.451379
0.974	0.038493
0.504	0.559488
0.688	0.394992
-0.625	0.457031
-0.578	0.499437
-0.7	0.3825
0.732	0.348132
-0.601	0.479099
-0.86	0.1953
0.468	0.585732
0.923	0.111053
0.701	0.381449
-0.613	0.468173
-0.897	0.146543
0.618	0.463557
-0.591	0.488039
-0.994	0.008973
-0.199	0.720299
-0.912	0.126192
0.946	0.078813
0.614	0.467253
0.688	0.394992
-0.81	0.257925
0.822	0.243237
0.56	0.5148
-0.924	0.109668
-0.952	0.070272
0.844	0.215748
0.626	0.456093
-0.892	0.153252
-0.672	0.411312
0.628	0.454212
-0.802	0.267597
0.975	0.0370313
0.702	0.380397
0.765	0.311081
-0.946	0.078813
0.766	0.309933
-0.603	0.477293
0.754	0.323613
-0.915	0.122081
-0.939	0.0887093
0.86	0.1953
-0.328	0.669312
-0.758	0.319077
-0.889	0.157259
0.882	0.166557
-0.659	0.424289
0.954	0.067413
0.876	0.174468
0.97	0.044325
-0.798	0.272397
-0.741	0.338189
-0.948	0.075972
-0.619	0.462629
0.963	0.0544733
-0.709	0.372989
-0.991	0.0134393
-0.474	0.581493
-0.665	0.418331
0.771	0.304169
0.643	0.439913
0.313	0.676523
-0.682	0.401157
0.881	0.167879
0.281	0.690779
-0.575	0.502031
0.757	0.320213
0.854	0.203013
0.54	0.5313
0.729	0.351419
0.972	0.041412
0.856	0.200448
0.934	0.095733
0.912	0.126192
-0.667	0.416333
-0.774	0.300693
-0.513	0.552623
-0.824	0.240768
0.563	0.512273
0.918	0.117957
-0.907	0.133013
0.877	0.173153
0.392	0.634752
-0.834	0.228333
-0.889	0.157259
-0.773	0.301853
0.859	0.196589
0.943	0.0830633
-0.602	0.478197
-0.968	0.047232
-0.963	0.0544733
0.786	0.286653
-0.909	0.130289
-0.805	0.263981
0.993	0.0104633
0.804	0.265188
-0.581	0.496829
0.851	0.206849
0.992	0.011952
-0.847	0.211943
0.959	0.0602393
-0.858	0.197877
0.93	0.101325
-0.719	0.362279
-0.702	0.380397
0.675	0.408281
0.39	0.635925
-0.492	0.568452
0.801	0.268799
0.695	0.387731
-0.427	0.613253
0.86	0.1953
-0.741	0.338189
-0.953	0.0688433
-0.532	0.537732
-0.871	0.181019
0.929	0.102719
-0.51	0.554925
-0.673	0.410303
0.996	0.005988
0.924	0.109668
-0.914	0.123453
0.714	0.367653
0.951	0.0716993
-0.865	0.188831
-0.924	0.109668
-0.916	0.120708
0.69	0.392925
-0.561	0.513959
0.554	0.519813
0.329	0.668819
-0.943	0.0830633
0.941	0.0858893
0.981	0.0282292
0.88	0.1692
0.413	0.622073
-0.527	0.541703
0.791	0.280739
-0.84	0.2208
-0.841	0.219539
-0.952	0.070272
-0.667	0.416333
0.747	0.331493
0.262	0.698517
0.99	0.014925
-0.909	0.130289
0.888	0.158592
